"","host.id","tree.id","xcoord","tips","reads","subgraphs","clades","overall.rtt","largest.rtt","max.branch.length","max.pat.distance","global.mean.pat.distance","subgraph.mean.pat.distance","normalised.overall.rtt","normalised.largest.rtt","normalised.max.branch.length","normalised.max.pat.distance","normalised.global.mean.pat.distance","normalised.subgraph.mean.pat.distance","solo.dual.count","prop.gp.1","prop.gp.2","prop.gp.3"
"1791","FSQFFW01C6L-fq1","3225_to_3474",3349.5,11,26,2,1,0.0349604537,0.0076045717,0.0759481495,0.09583858,0.0242110809963636,0.0106857337777778,0.0560526828197528,0.0121925375779711,0.12176894416764,0.153659605585596,0.0388180329539749,0.017132616506693,1,0.923076923076923,0.0769230769230769,0
"1792","FSQGFW007QH-fq1","3225_to_3474",3349.5,62,100,1,62,0.018517974971,0.018517974971,0.0184876475,0.0542048853,0.0223558576770492,0.0223558576770492,0.0296901804084306,0.0296901804084306,0.0296415558646167,0.086907603347321,0.0358435222348151,0.0358435222348151,1,1,0,0
"1793","FSQHFY002YP-fq1","3225_to_3474",3349.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","FSQJFU011GK-fq1","3225_to_3474",3349.5,4,6,1,1,0.00261983585,0.00261983585,0.0039354995,0.0117871881,0.00654924418333333,0.00654924418333333,0.00420042683656212,0.00420042683656212,0.00630985247227486,0.0188985967280529,0.010500513238977,0.010500513238977,1,1,0,0
"1795","FSQJFW01KL9-fq1","3225_to_3474",3349.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"1796","FSQK8U16YHC-fq1","3225_to_3474",3349.5,33,100,1,33,0.007330063783,0.007330063783,0.0081212062,0.0202065151,0.0109442691518939,0.0109442691518939,0.0117524144223865,0.0117524144223865,0.0130208663522696,0.0323974451679626,0.0175471306159026,0.0175471306159026,1,1,0,0
"1797","FSQK8U16YLX-fq1","3225_to_3474",3349.5,20,99,1,1,0.0174730113030303,0.0174730113030303,0.0253456781,0.0499295657,0.0233842457563158,0.0233842457563158,0.0280147726021849,0.0280147726021849,0.0406371515536383,0.080052911599088,0.0374923541211915,0.0374923541211915,1,1,0,0
"1798","FSQK8U16YR3-fq1","3225_to_3474",3349.5,5,25,1,1,0.019793783908,0.019793783908,0.0290672821,0.0330794627,0.01643192436,0.01643192436,0.0317357063131549,0.0317357063131549,0.0466040617769093,0.0530368583452034,0.0263455804141709,0.0263455804141709,1,1,0,0
"1799","FSQK8U16YSD-fq1","3225_to_3474",3349.5,18,100,1,18,0.004550506067,0.004550506067,0.0119586717,0.0199026315,0.00921719581111111,0.00921719581111111,0.00729590283443352,0.00729590283443352,0.0191735392651856,0.0319102234862564,0.0147780849104874,0.0147780849104874,1,1,0,0
"1800","FSQKFU012WG-fq1","3225_to_3474",3349.5,12,20,1,1,0.03147187394,0.03147187394,0.0164565205,0.0490658058,0.025397495230303,0.025397495230303,0.050459384275727,0.050459384275727,0.0263850158186952,0.0786680308385982,0.0407202308292801,0.0407202308292801,1,1,0,0
"1801","FSQAFY00X4F-fq1","3250_to_3499",3374.5,35,48,1,1,0.00972852577916667,0.00972852577916667,0.0123519068,0.0405859253,0.0178228617556303,0.0178228617556303,0.0156203856771382,0.0156203856771382,0.0198325576190838,0.0651658658917409,0.0286168717453003,0.0286168717453003,1,1,0,0
"1802","FSQB8U16YCY-fq1","3250_to_3499",3374.5,2,4,1,1,0.00100495665,0.00100495665,0.0040142648,0.0040142648,0.0040142648,0.0040142648,0.00161358573931326,0.00161358573931326,0.00644541277985194,0.00644541277985194,0.00644541277985194,0.00644541277985194,1,1,0,0
"1803","FSQBFU012VM-fq1","3250_to_3499",3374.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804","FSQBFV00K8L-fq1","3250_to_3499",3374.5,48,49,1,1,0.0189114228204082,0.0189114228204082,0.0255694344,0.0830503743,0.0262495637049645,0.0262495637049645,0.0303646950076244,0.0303646950076244,0.0410549795457803,0.133347940545603,0.0421470136622567,0.0421470136622567,1,1,0,0
"1805","FSQCFV008QL-fq1","3250_to_3499",3374.5,5,6,1,1,0.0153216430333333,0.0153216430333333,0.0125021161,0.0342551474,0.02620552678,0.02620552678,0.0246008469135808,0.0246008469135808,0.0200737377579408,0.0550009966526553,0.0420763067774115,0.0420763067774115,1,1,0,0
"1806","FSQCFW01MW3-fq1","3250_to_3499",3374.5,59,100,1,58,0.011553459652,0.011553459652,0.0168486934,0.0500075825,0.0195761210537697,0.0195761210537697,0.0185505491547305,0.0185505491547305,0.0270527205290909,0.0802935350291292,0.0314319525756986,0.0314319525756986,1,1,0,0
"1807","FSQCFX0212D-fq1","3250_to_3499",3374.5,4,5,1,1,0.00864007656,0.00864007656,0.0083475404,0.0166194883,0.0103696925,0.0103696925,0.0138727419971705,0.0138727419971705,0.0134030379795798,0.0266847025844981,0.01664986040847,0.01664986040847,1,1,0,0
"1808","FSQD8U16YWT-fq1","3250_to_3499",3374.5,68,100,1,38,0.01404500218,0.01404500218,0.0186797897,0.0586085222,0.0253970191807726,0.0253970191807726,0.0225510376256246,0.0225510376256246,0.0299927785674046,0.0941034378190787,0.0407781449788506,0.0407781449788506,1,1,0,0
"1809","FSQDFV008MV-fq1","3250_to_3499",3374.5,30,100,1,29,0.009263003254,0.009263003254,0.0081753586,0.0203627642,0.0131555233029885,0.0131555233029885,0.0148729300451584,0.0148729300451584,0.0131265781969123,0.0326950082136564,0.0211228661404505,0.0211228661404505,1,1,0,0
"1810","FSQEFW0259T-fq1","3250_to_3499",3374.5,13,18,1,1,0.0192881656555556,0.0192881656555556,0.0162670682,0.0607432681,0.0256833587948718,0.0256833587948718,0.030969603553861,0.030969603553861,0.0261188472835681,0.0975310439166128,0.0412378996537522,0.0412378996537522,1,1,0,0
"1811","FSQFFW01C6L-fq1","3250_to_3499",3374.5,12,32,2,1,0.05899705723125,0.0114214506172414,0.1010116063,0.129003023,0.0299029992924242,0.0133600513418182,0.0947272802362104,0.0183385918569237,0.162186983319933,0.20713076354199,0.0480130692412954,0.021451261924234,1,0.90625,0.09375,0
"1812","FSQGFW007QH-fq1","3250_to_3499",3374.5,60,100,1,54,0.015606178711,0.015606178711,0.012234239,0.0441387421,0.0210689697702825,0.0210689697702825,0.0250577051390662,0.0250577051390662,0.0196436269979905,0.0708703652080772,0.0338289110911898,0.0338289110911898,1,1,0,0
"1813","FSQHFY002YP-fq1","3250_to_3499",3374.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","FSQJFU011GK-fq1","3250_to_3499",3374.5,4,6,1,1,0.00265234996666667,0.00265234996666667,0.0039824876,0.0119290495,0.0066293983,0.0066293983,0.00425868526954007,0.00425868526954007,0.00639439044296278,0.0191536064334337,0.0106443422779555,0.0106443422779555,1,1,0,0
"1815","FSQJFW01KL9-fq1","3250_to_3499",3374.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"1816","FSQK8U16YHC-fq1","3250_to_3499",3374.5,35,100,1,34,0.00938606894,0.00938606894,0.0083009163,0.0288167481,0.0131464212121008,0.0131464212121008,0.0150705276588748,0.0150705276588748,0.0133281770561078,0.0462689547728675,0.0211082515756787,0.0211082515756787,1,1,0,0
"1817","FSQK8U16YLX-fq1","3250_to_3499",3374.5,17,81,1,1,0.0205216739209877,0.0205216739209877,0.0218659542,0.055490098,0.0288025680397059,0.0288025680397059,0.0329501579851653,0.0329501579851653,0.0351085709752723,0.089096411079916,0.0462461868822593,0.0462461868822593,1,1,0,0
"1818","FSQK8U16YR3-fq1","3250_to_3499",3374.5,4,22,1,1,0.0184820746681818,0.0184820746681818,0.0294534895,0.0335150028,0.01878803255,0.01878803255,0.0296753219330416,0.0296753219330416,0.0472913240886687,0.0538126003456208,0.0301665762323513,0.0301665762323513,1,1,0,0
"1819","FSQK8U16YSD-fq1","3250_to_3499",3374.5,17,100,1,17,0.004555651559,0.004555651559,0.0121928076,0.0163307268,0.00758855411764706,0.00758855411764706,0.00731467808972916,0.00731467808972916,0.0195771036149175,0.0262210592637014,0.0121843889547297,0.0121843889547297,1,1,0,0
"1820","FSQKFU012WG-fq1","3250_to_3499",3374.5,9,17,1,1,0.0193566494588235,0.0193566494588235,0.0171308024,0.0468704631,0.0245041918666667,0.0245041918666667,0.0310795630116417,0.0310795630116417,0.0275056824148916,0.0752564907682021,0.039344597151976,0.039344597151976,1,1,0,0
"1821","FSQAFY00X4F-fq1","3275_to_3524",3399.5,54,74,1,1,0.0132211124175676,0.0132211124175676,0.0122827313,0.0486891069,0.0216115848719776,0.0216115848719776,0.0213491931911072,0.0213491931911072,0.0198339137552242,0.0786222154899287,0.0348979636528003,0.0348979636528003,1,1,0,0
"1822","FSQB8U16YCY-fq1","3275_to_3524",3399.5,2,6,1,1,0.00066262115,0.00066262115,0.0039649825,0.0039649825,0.0039649825,0.0039649825,0.00106998764529576,0.00106998764529576,0.00640257602525045,0.00640257602525045,0.00640257602525045,0.00640257602525045,1,1,0,0
"1823","FSQBFU012VM-fq1","3275_to_3524",3399.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824","FSQBFV00K8L-fq1","3275_to_3524",3399.5,54,55,1,1,0.0188378542618182,0.0188378542618182,0.0210016014,0.08654382,0.0333442556725367,0.0333442556725367,0.0304189978300986,0.0304189978300986,0.0339129742982488,0.139749264231454,0.0538436504950034,0.0538436504950034,1,1,0,0
"1825","FSQCFV008QL-fq1","3275_to_3524",3399.5,6,7,1,1,0.0186333484857143,0.0186333484857143,0.0160705541,0.044904249,0.03177061858,0.03177061858,0.0300887659112672,0.0300887659112672,0.0259504157693383,0.072510501138221,0.0513025721620926,0.0513025721620926,1,1,0,0
"1826","FSQCFW01MW3-fq1","3275_to_3524",3399.5,77,100,1,75,0.019168664505,0.019168664505,0.0167511414,0.0717675081,0.0299578362749146,0.0299578362749146,0.0309531837267333,0.0309531837267333,0.027049414801508,0.115888765398845,0.0483753268273305,0.0483753268273305,1,1,0,0
"1827","FSQCFX0212D-fq1","3275_to_3524",3399.5,4,5,1,1,0.00840561236,0.00840561236,0.0082204014,0.016394235,0.01023309635,0.01023309635,0.0135732180844896,0.0135732180844896,0.0132741430565142,0.0264730893423418,0.0165242034118909,0.0165242034118909,1,1,0,0
"1828","FSQD8U16YWT-fq1","3275_to_3524",3399.5,75,100,1,42,0.025634407452,0.025634407452,0.0134209123,0.0737297244,0.0289301927713153,0.0289301927713153,0.0413939387055748,0.0413939387055748,0.0216718261250759,0.11905731381961,0.0467159082400735,0.0467159082400735,1,1,0,0
"1829","FSQDFV008MV-fq1","3275_to_3524",3399.5,39,100,1,38,0.006241659518,0.006241659518,0.0082047596,0.032326993,0.0139761592982456,0.0139761592982456,0.0100789094498458,0.0100789094498458,0.0132488849844617,0.0522009946702764,0.0225684280947087,0.0225684280947087,1,1,0,0
"1830","FSQEFW0259T-fq1","3275_to_3524",3399.5,14,18,1,1,0.0187586049555556,0.0187586049555556,0.01616614,0.0520730116,0.0249567002549451,0.0249567002549451,0.030291027603674,0.030291027603674,0.0261047660071242,0.0840864784731707,0.0402995904071892,0.0402995904071892,1,1,0,0
"1831","FSQFFW01C6L-fq1","3275_to_3524",3399.5,14,47,2,1,0.0524498983702128,0.00767293700681818,0.1172639665,0.1332948222,0.0299883669208791,0.0138633490974359,0.0846950678425307,0.0123901082849952,0.18935555466857,0.215241866239697,0.0484246271160173,0.0223862643935807,1,0.936170212765957,0.0638297872340425,0
"1832","FSQGFW007QH-fq1","3275_to_3524",3399.5,65,100,1,64,0.023475862857,0.023475862857,0.024480751,0.0770366079,0.03322055933,0.03322055933,0.037908363202182,0.037908363202182,0.0395310368791605,0.124397204478748,0.0536439080655887,0.0536439080655887,1,1,0,0
"1833","FSQHFY002YP-fq1","3275_to_3524",3399.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"1834","FSQJFU011GK-fq1","3275_to_3524",3399.5,4,4,1,1,0.004958909225,0.004958909225,0.0080105396,0.0158901912,0.00860449731666667,0.00860449731666667,0.00800754941929208,0.00800754941929208,0.0129352623352762,0.0256591692936263,0.0138943736142648,0.0138943736142648,1,1,0,0
"1835","FSQJFW01KL9-fq1","3275_to_3524",3399.5,3,5,1,1,0.00242593528,0.00242593528,0.0040446276,0.0080797534,0.0053882674,0.0053882674,0.0039173527405322,0.0039173527405322,0.00653118537164445,0.0130470274228892,0.00870086858463526,0.00870086858463526,1,1,0,0
"1836","FSQK8U16YHC-fq1","3275_to_3524",3399.5,26,100,1,26,0.007385728222,0.007385728222,0.0123759598,0.0285526381,0.0121319634353846,0.0121319634353846,0.0119263291687146,0.0119263291687146,0.0199844573096964,0.0461062403571043,0.019590456762573,0.019590456762573,1,1,0,0
"1837","FSQK8U16YLX-fq1","3275_to_3524",3399.5,20,85,1,1,0.0223688610576471,0.0223688610576471,0.0216849974,0.0591469574,0.0296015099915789,0.0296015099915789,0.0361207983944064,0.0361207983944064,0.0350165087641265,0.0955093474979397,0.0477999381291834,0.0477999381291834,1,1,0,0
"1838","FSQK8U16YR3-fq1","3275_to_3524",3399.5,8,39,1,1,0.0193510976974359,0.0193510976974359,0.0293559682,0.0374082971,0.0140874544285714,0.0140874544285714,0.0312477732700919,0.0312477732700919,0.0474034420568904,0.0604061849347143,0.0227481452897156,0.0227481452897156,1,1,0,0
"1839","FSQK8U16YSD-fq1","3275_to_3524",3399.5,16,100,1,16,0.000634191075,0.000634191075,0.0119566996,0.0198775682,0.0078995875875,0.0078995875875,0.00102407931743023,0.00102407931743023,0.0193074441564576,0.0320979075185327,0.0127560992002092,0.0127560992002092,1,1,0,0
"1840","FSQKFU012WG-fq1","3275_to_3524",3399.5,10,18,1,1,0.0201540962833333,0.0201540962833333,0.0130180557,0.0457033425,0.0248765446511111,0.0248765446511111,0.032544439647403,0.032544439647403,0.0210213011835979,0.0738008616593667,0.0401701567092103,0.0401701567092103,1,1,0,0
"1841","FSQAFY00X4F-fq1","3300_to_3549",3424.5,27,35,1,1,0.00894337955142857,0.00894337955142857,0.0082312488,0.0286071915,0.0174370488131054,0.0174370488131054,0.0145552397714428,0.0145552397714428,0.01339625576813,0.0465578508745688,0.0283785816001246,0.0283785816001246,1,1,0,0
"1842","FSQB8U16YCY-fq1","3300_to_3549",3424.5,2,3,1,1,0.0026809583,0.0026809583,0.0080404242,0.0080404242,0.0080404242,0.0080404242,0.00436322652408355,0.00436322652408355,0.0130856910882662,0.0130856910882662,0.0130856910882662,0.0130856910882662,1,1,0,0
"1843","FSQBFU012VM-fq1","3300_to_3549",3424.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844","FSQBFV00K8L-fq1","3300_to_3549",3424.5,31,32,1,1,0.036062064609375,0.036062064609375,0.024833983,0.1190269735,0.0475798824292473,0.0475798824292473,0.0586905647942528,0.0586905647942528,0.0404170006390029,0.193714929417809,0.0774356710539171,0.0774356710539171,1,1,0,0
"1845","FSQCFV008QL-fq1","3300_to_3549",3424.5,8,8,1,1,0.0166537935875,0.0166537935875,0.0124024896,0.0421732268,0.0271878028464286,0.0271878028464286,0.0271038433934585,0.0271038433934585,0.0201848986563463,0.0686364057881659,0.0442478133699773,0.0442478133699773,1,1,0,0
"1846","FSQCFW01MW3-fq1","3300_to_3549",3424.5,68,100,1,64,0.02516909691,0.02516909691,0.0248581283,0.0648780517,0.0327796453782704,0.0327796453782704,0.0409623943889546,0.0409623943889546,0.0404562968165644,0.10558822791399,0.053348468032689,0.053348468032689,1,1,0,0
"1847","FSQCFX0212D-fq1","3300_to_3549",3424.5,4,5,1,1,0.00884401016,0.00884401016,0.0081043465,0.0161464056,0.01207998925,0.01207998925,0.01439351731408,0.01439351731408,0.0131897238420917,0.0262780757099173,0.0196600333195202,0.0196600333195202,1,1,0,0
"1848","FSQD8U16YWT-fq1","3300_to_3549",3424.5,62,100,1,37,0.008119879888,0.008119879888,0.0122767428,0.0445501421,0.0174288651875727,0.0174288651875727,0.0132150042392283,0.0132150042392283,0.0199802472922879,0.0725048060846047,0.0283652628506358,0.0283652628506358,1,1,0,0
"1849","FSQDFV008MV-fq1","3300_to_3549",3424.5,36,100,1,34,0.002230083775,0.002230083775,0.0122058839,0.024345942,0.0102824885996825,0.0102824885996825,0.003629433802834,0.003629433802834,0.0198649253076277,0.0396227199386875,0.0167346232098133,0.0167346232098133,1,1,0,0
"1850","FSQEFW0259T-fq1","3300_to_3549",3424.5,15,15,1,1,0.01794293804,0.01794293804,0.0162706836,0.0480699595,0.0257711732019048,0.0257711732019048,0.0292019100692897,0.0292019100692897,0.026480336620115,0.0782332654342375,0.0419422661185376,0.0419422661185376,1,1,0,0
"1851","FSQFFW01C6L-fq1","3300_to_3549",3424.5,11,37,2,2,0.103250867302703,0.012544568196875,0.2597744233,0.2873725739,0.0602496673127273,0.0132886680777778,0.168039511412685,0.0204161298181251,0.422779665771403,0.467695315042625,0.098055589483097,0.0216271431848464,2,0.864864864864865,0.135135135135135,0
"1852","FSQGFW007QH-fq1","3300_to_3549",3424.5,64,100,1,61,0.019326265836,0.019326265836,0.0183739657,0.0714332123,0.0263430181924603,0.0263430181924603,0.0314532589735264,0.0314532589735264,0.0299034022628556,0.116256670835892,0.0428729367785237,0.0428729367785237,1,1,0,0
"1853","FSQHFY002YP-fq1","3300_to_3549",3424.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854","FSQJFU011GK-fq1","3300_to_3549",3424.5,3,3,1,1,0.00265041646666667,0.00265041646666667,0.0039857438,0.0079502108,0.00530083293333333,0.00530083293333333,0.00431352006751758,0.00431352006751758,0.00648674881155801,0.0129388698938792,0.00862704013503516,0.00862704013503516,1,1,0,0
"1855","FSQJFW01KL9-fq1","3300_to_3549",3424.5,3,3,1,1,0.00271918933333333,0.00271918933333333,0.0040882817,0.0081565294,0.00543837866666667,0.00543837866666667,0.00442544705868983,0.00442544705868983,0.00665362797749051,0.0132746508673959,0.00885089411737965,0.00885089411737965,1,1,0,0
"1856","FSQK8U16YHC-fq1","3300_to_3549",3424.5,35,100,1,32,0.007671863387,0.007671863387,0.0081377809,0.0242193976,0.0116912552702521,0.0116912552702521,0.0124858629167428,0.0124858629167428,0.0132441379151852,0.0394167704904793,0.0190273735682482,0.0190273735682482,1,1,0,0
"1857","FSQK8U16YLX-fq1","3300_to_3549",3424.5,17,58,2,1,0.0318842033258621,0.00687908188787879,0.0551501199,0.0753315661,0.0374376061132353,0.00854521472363636,0.0518911471508805,0.0111956208175769,0.0897561390470222,0.122601193501694,0.0609292416041909,0.0139072314314473,2,0.568965517241379,0.431034482758621,0
"1858","FSQK8U16YR3-fq1","3300_to_3549",3424.5,10,34,1,1,0.02411457755,0.02411457755,0.0342851038,0.0426042227,0.0149172170755556,0.0149172170755556,0.0392461771536058,0.0392461771536058,0.0557985830220179,0.069337846292724,0.0242775865665557,0.0242775865665557,1,1,0,0
"1859","FSQK8U16YSD-fq1","3300_to_3549",3424.5,20,100,1,18,0.000788460493,0.000788460493,0.0039744876,0.0118692409,0.00735682947631579,0.00735682947631579,0.00128320971506703,0.00128320971506703,0.00646842948506927,0.0193170429825848,0.0119731491176945,0.0119731491176945,1,1,0,0
"1860","FSQKFU012WG-fq1","3300_to_3549",3424.5,7,10,1,1,0.01761565623,0.01761565623,0.0126950349,0.0373667801,0.0246199671714286,0.0246199671714286,0.0286692629653634,0.0286692629653634,0.0206610125192348,0.060813973142334,0.040068692521045,0.040068692521045,1,1,0,0
"1861","FSQAFY00X4F-fq1","3325_to_3574",3449.5,32,37,1,1,0.0222884328513513,0.0222884328513513,0.008219878,0.0570201676,0.0228099794024194,0.0228099794024194,0.0365317943020577,0.0365317943020577,0.0134727683317494,0.0934587482091978,0.0373866337360204,0.0373866337360204,1,1,0,0
"1862","FSQB8U16YCY-fq1","3325_to_3574",3449.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863","FSQBFU012VM-fq1","3325_to_3574",3449.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","FSQBFV00K8L-fq1","3325_to_3574",3449.5,28,30,1,1,0.0500638606466667,0.0500638606466667,0.0260240779,0.1240682788,0.0550062924497354,0.0550062924497354,0.0820570325113739,0.0820570325113739,0.0426546930008085,0.203353769677761,0.0901579117066875,0.0901579117066875,1,1,0,0
"1865","FSQCFV008QL-fq1","3325_to_3574",3449.5,3,3,1,1,0.0133593469333333,0.0133593469333333,0.016788273,0.025247764,0.0197069967333333,0.0197069967333333,0.0218966006911863,0.0218966006911863,0.0275167724897089,0.0413822778472726,0.032300698563013,0.032300698563013,1,1,0,0
"1866","FSQCFW01MW3-fq1","3325_to_3574",3449.5,73,100,1,71,0.022081672842,0.022081672842,0.0206210666,0.0777270475,0.0294992758496195,0.0294992758496195,0.0361929048798229,0.0361929048798229,0.0337989022532178,0.127398302514755,0.0483507066012773,0.0483507066012773,1,1,0,0
"1867","FSQCFX0212D-fq1","3325_to_3574",3449.5,2,3,1,1,0.00984381643333333,0.00984381643333333,0.0164349702,0.0164349702,0.0164349702,0.0164349702,0.016134480135419,0.016134480135419,0.0269376925112277,0.0269376925112277,0.0269376925112277,0.0269376925112277,1,1,0,0
"1868","FSQD8U16YWT-fq1","3325_to_3574",3449.5,52,100,1,37,0.010089394759,0.010089394759,0.01223725,0.0485639597,0.0178047350996983,0.0178047350996983,0.0165369946117903,0.0165369946117903,0.0200574308119537,0.0795986240076209,0.0291828018866464,0.0291828018866464,1,1,0,0
"1869","FSQDFV008MV-fq1","3325_to_3574",3449.5,34,100,1,32,0.009850204221,0.009850204221,0.0123045773,0.0205113871,0.00904772314759358,0.00904772314759358,0.0161449500211503,0.0161449500211503,0.0201677834370538,0.0336191323716889,0.014829645634319,0.014829645634319,1,1,0,0
"1870","FSQEFW0259T-fq1","3325_to_3574",3449.5,11,11,1,1,0.0238276818909091,0.0238276818909091,0.0163234648,0.0483494886,0.0268125608363636,0.0268125608363636,0.0390546961887803,0.0390546961887803,0.0267549298933471,0.0792470957435572,0.0439470537797842,0.0439470537797842,1,1,0,0
"1871","FSQFFW01C6L-fq1","3325_to_3574",3449.5,12,32,2,2,0.114931397990625,0.0143520542703704,0.2818744392,0.3136411294,0.0607007701060606,0.0138079537890909,0.188377990424162,0.0235236949099968,0.462005521004495,0.514072626833932,0.0994914295805528,0.0226318885190174,2,0.84375,0.15625,0
"1872","FSQGFW007QH-fq1","3325_to_3574",3449.5,64,100,1,58,0.021376356315,0.021376356315,0.0164970746,0.0793810651,0.0277427328881944,0.0277427328881944,0.0350368577744005,0.0350368577744005,0.027039484556509,0.130109315493468,0.0454716497121063,0.0454716497121063,1,1,0,0
"1873","FSQHFY002YP-fq1","3325_to_3574",3449.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874","FSQJFU011GK-fq1","3325_to_3574",3449.5,3,3,1,1,0.00270019706666667,0.00270019706666667,0.0040633917,0.0080979232,0.00540039413333333,0.00540039413333333,0.00442575054389729,0.00442575054389729,0.00666009094237815,0.0132728786536611,0.00885150108779457,0.00885150108779457,1,1,0,0
"1875","FSQJFW01KL9-fq1","3325_to_3574",3449.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"1876","FSQK8U16YHC-fq1","3325_to_3574",3449.5,25,100,1,23,0.011455346985,0.011455346985,0.0081647948,0.0202626081,0.0115032474106667,0.0115032474106667,0.0187758548349147,0.0187758548349147,0.0133824843649349,0.0332113718388922,0.0188543658952978,0.0188543658952978,1,1,0,0
"1877","FSQK8U16YLX-fq1","3325_to_3574",3449.5,19,59,2,1,0.0364846690254237,0.00690929097297297,0.0660144686,0.082056189,0.0400437760350877,0.00881191430769231,0.059800095991703,0.0113246542850773,0.108200832420061,0.134493969932795,0.0656336405052722,0.0144431438066072,2,0.627118644067797,0.372881355932203,0
"1878","FSQK8U16YR3-fq1","3325_to_3574",3449.5,5,18,1,1,0.0238568926833333,0.0238568926833333,0.0345687072,0.0472318041,0.02389184048,0.02389184048,0.03910257405742,0.03910257405742,0.0566597440538264,0.077415158050992,0.0391598551470171,0.0391598551470171,1,1,0,0
"1879","FSQK8U16YSD-fq1","3325_to_3574",3449.5,23,100,1,23,0.004833590665,0.004833590665,0.0118091323,0.0196461524,0.00879353435098814,0.00879353435098814,0.00792248342859244,0.00792248342859244,0.019355725678274,0.0322009718265214,0.0144130181893385,0.0144130181893385,1,1,0,0
"1880","FSQKFU012WG-fq1","3325_to_3574",3449.5,6,8,1,1,0.0157229091,0.0157229091,0.0175456683,0.0385024928,0.0226204708266667,0.0226204708266667,0.0257705907320589,0.0257705907320589,0.02875817916417,0.0631074044759849,0.0370760202283752,0.0370760202283752,1,1,0,0
"1881","FSQAFY00X4F-fq1","3350_to_3599",3474.5,36,41,1,1,0.0214303990585366,0.0214303990585366,0.0208753279,0.0613573887,0.0275477812761905,0.0275477812761905,0.0352993257226246,0.0352993257226246,0.034385033946214,0.101065521145684,0.0453756414683521,0.0453756414683521,1,1,0,0
"1882","FSQB8U16YCY-fq1","3350_to_3599",3474.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883","FSQBFU012VM-fq1","3350_to_3599",3474.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884","FSQBFV00K8L-fq1","3350_to_3599",3474.5,20,21,1,1,0.0363084232095238,0.0363084232095238,0.0478398122,0.0977068379,0.0528534978484211,0.0528534978484211,0.0598058325394246,0.0598058325394246,0.0787998911613504,0.160938930112265,0.0870582405411752,0.0870582405411752,1,1,0,0
"1885","FSQCFV008QL-fq1","3350_to_3599",3474.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"1886","FSQCFW01MW3-fq1","3350_to_3599",3474.5,77,100,1,75,0.022278770727,0.022278770727,0.0163313826,0.068839259,0.0283774892175666,0.0283774892175666,0.0366967307722057,0.0366967307722057,0.0269004227277124,0.113389368966378,0.0467423043474373,0.0467423043474373,1,1,0,0
"1887","FSQCFX0212D-fq1","3350_to_3599",3474.5,2,3,1,1,0.0100335781666667,0.0100335781666667,0.0165611168,0.0165611168,0.0165611168,0.0165611168,0.0165269224759255,0.0165269224759255,0.0272788320299972,0.0272788320299972,0.0272788320299972,0.0272788320299972,1,1,0,0
"1888","FSQD8U16YWT-fq1","3350_to_3599",3474.5,66,100,1,43,0.023288539152,0.023288539152,0.0162436568,0.0647499841,0.0256754087864336,0.0256754087864336,0.0383599823262778,0.0383599823262778,0.0267559241777778,0.106653673272136,0.0422915418111559,0.0422915418111559,1,1,0,0
"1889","FSQDFV008MV-fq1","3350_to_3599",3474.5,33,100,1,32,0.005950587493,0.005950587493,0.0081795158,0.0163521111,0.00932362851060606,0.00932362851060606,0.00980157791661425,0.00980157791661425,0.0134729825463768,0.0269345659124119,0.015357520819545,0.015357520819545,1,1,0,0
